node,HGPA_label,NMF_label
Integration_Platforms,5,13
Integration_Testing,17,11
Intellectual_Property,5,13
Interaction_Design,10,10
Interactive_Design,14,15
Interactive_Programming,0,2
Interactive_System_Productivity_Facility_(ISPF),3,9
Interface_Builder,0,2
Interface_Design,17,8
Internal_Documentation,16,0
International_Business,11,17
International_Standards,9,2
Internet_Control_Message_Protocol_(ICMP),7,10
Internet_Information_Services,16,16
Internet_Marketing,14,15
Internet_Of_Things_(IoT),10,9
Internet_Services,7,17
Interoperability,5,8
Intranet,6,8
Inventory_Management,17,12
Inventory_and_Warehousing,16,11
Inversion_Of_Control,10,8
Investment_Banking,3,16
Investments,8,2
Ionic_Framework,0,2
IpTables,2,1
Iptables,2,1
Isomorphic_React,6,10
Issue_Tracking,9,8
Istio,8,1
J,3,2
JAX-WS,5,17
JET,17,5
JIRA,9,8
JMockit,1,10
JPA2,12,2
JQuery_Mobile,0,10
JQuery_UI,6,8
JRuby,8,1
JSDoc,7,10
JSHint,0,10
JSON,8,2
JScript,15,2
JUnit,8,1
JasperReports,4,4
Java,8,2
Java.util.concurrent,10,10
JavaScript,6,10
JavaScript_Frameworks,6,10
JavaScript_Libraries,0,10
JavaScript_and_jQuery,6,10
Java_11,4,4
Java_7,8,9
Java_8,4,4
Java_API_For_XML_Web_Services,5,17
Java_Application_Server,7,1
Java_EE_Application,12,2
Java_Enterprise_Edition,5,17
Java_Message_Service_(JMS),4,12
Java_Virtual_Machine_(JVM),16,17
Jbehave,2,9
Jenkins,3,9
Jenkins_CI,9,2
Jenkinsfile,11,16
Jetty,4,4
Job_Control_Language_(JCL),3,9
Joint_Ventures,17,5
Joomla,0,2
Journals,5,8
Junit,8,1
KNIME,2,16
Kentico,3,10
Key_Management,10,10
Kibana,13,15
Kiosks,17,12
Klipfolio,13,9
Know_Your_Customer,11,4
Knowledge_Base,4,12
Knowledge_Management,4,12
Kofax,5,17
Kotlin,0,2
Kubernetes,8,1
LAMP_Stack,0,10
LabVIEW,12,5
Language,12,5
Laravel,3,3
Laser,9,9
Latin,15,7
"Law,_Regulation,_and_Compliance",17,5
Lazy_Loading,6,10
Lead_Generation,14,15
Lean_Methodologies,0,2
Learning_Development,16,17
LevelDB,10,8
Library_Science,4,12
Library_and_Archiving,0,2
Licensing,5,12
Lifecycle_Management,17,8
Liferay,10,17
Lightning_Web_Components,16,1
Linear_Algebra,9,8
Linode,0,10
Linux,2,1
Linux_Administration,11,1
Linux_Commands,16,10
Linux_Console,11,17
Linux_Scripting,3,16
Linux_Servers,13,16
Linux_System_Administration,13,16
Liquibase,11,14
Live_Broadcast,8,4
Load_Balancing,13,1
Load_Testing,11,16
Load_Time,13,17
Loans,13,4
Local_Area_Networks,4,12
Local_Storage,15,13
Localization,12,7
Log_Files,3,11
Log_Shipping,1,11
Logical_Data_Models,1,11
Logical_Security,13,1
Logstash,8,1
Look_And_Feel,4,12
Loopback,6,10
Loss_Prevention,2,16
Low_Latency,13,4
Lua,16,3
MAGIC,15,7
MAMP,7,1
MAPICS,17,12
MATLAB,12,5
ML.NET,12,7
MOLAP,1,11
MSBuild,8,1
MSTest,10,9
Mac_OS,8,1
Mac_OS_X,8,1
Machine_Learning_(ML),15,7
Machine_Learning_Algorithms,11,4
Magento,8,10
Magik,13,12
Mailgun,10,10
Maintainability,15,13
Maintaining_Code,5,0
"Maintenance,_Repair,_and_Facility_Services",7,12
Managed_Services,7,13
Management_Accounting,12,5
Management_Consulting,5,13
Management_Control,7,17
Management_Information_Systems,3,1
Management_Systems,1,11
Managing_Client_Expectations,16,17
Manifests,11,16
Manual_Testing,10,9
Manufacturing_Execution_System_(MES),12,17
Manufacturing_Processes,12,5
Manufacturing_and_Production,12,5
MapReduce,1,11
Mapbox,1,10
MariaDB,2,3
MarkLogic,4,4
Market_Data,11,16
Market_Dynamics,14,17
Market_Share,17,13
Marketing,14,15
Marketing_Analytics,3,16
Marketing_Automation,14,15
Marketing_Collateral,0,10
Marketing_Intelligence,17,5
Marketing_Materials,14,15
Marketing_Strategy,14,15
Marklogic,4,4
Markup_Languages,0,10
Mass_Production,12,5
Massage,9,9
Master_Data_Management,15,13
Masterpiece,11,17
Material-UI,12,17
Material_Design,9,2
Mean_Stack,9,10
Mechanical_Engineering,10,10
Mechatronics,17,5
Media_Management,4,12
Media_and_Writing,9,2
Median,4,12
Medical_Devices,0,2
Medical_Support,10,17
Memcached,2,16
Memory_Leaks,17,2
Memory_Management,15,2
Mental_Health,16,4
Mercurial,11,14
Message_Broker,6,10
Message_Queuing_Telemetry_Transport_(MQTT),12,5
Metadata,1,11
Metadata_Management,1,11
MeteorJS,6,17
Meter_Data_Management,7,13
MicroStrategy,16,11
Micro_Focus,16,9
Microservices,4,4
Microservices_Development,13,4
Microsoft_.NET_Framework,10,8
Microsoft_365,16,1
Microsoft_ASP.NET,7,11
Microsoft_Active_Directory,11,16
Microsoft_Azure,16,6
Microsoft_Business_Intelligence,1,11
Microsoft_Development_Tools,6,17
Microsoft_Dynamics,16,8
